DWHName,IncomingFileName,FriendlyName,FileType,Affiliate,Brand,Data Granularity,Data Owner,Vendor Name,VendorContact,Source System Name,PullType,Data Business Owner,Data Technical Owner,Data Type,SubDataType,Data Set Description,File Location,LocatedIn,File Current Status,Deactivation Date,Reason For Deactivation,When is the File Sent,Load Frequency,File Pre Processed,Landing Zone Table Name,Transformation Layer Table Name,Reporting Layer table Name,Comment
Japan Datawarehouse,Diab_1_946_Inventory_weekly,Diab 1 946 Inventory Weekly,psv,Turkey,Diab_1,"TA, Country, Engagement, HCP, Brand",Miguel,IQVIA,iqvia929@vendor.net,Veeva CRM,Manual,miguel814@company.com,johanna@dr.com397@iqvia.com,Inventory Data,Weekly Rep HCP Engagement Data,"Contains inventory data for Diab_1 in Turkey, with fields: region, ta.",gcs/inventory/diab_1/turkey/,adls,Inactive,05/20/2024,Contract expired on 05/20/2024,End of Quarter,Weekly,No,diab_1_turkey_inventory_z,diab_1_inventory_weekly_xform,diab_1_inventory_turkey_metric_rpt,This file is set to expire by end of 2025
US Datawarehouse,NeuroMax_947_Engagement_qtr,Neuromax 947 Engagement Qtr,csv,Turkey,NeuroMax,"Engagement, HCP, TA, Volume, Country",Jones,Veeva,veeva336@veeva.com,Veeva CRM,Automated,chen766@dr.com,johanna@dr.com437@dr.com,Engagement Data,Weekly Rep HCP Engagement Data,"Contains engagement data for NeuroMax in Turkey, with fields: ta, engagement, rep.",gcs/engagement/neuromax/turkey/,s3,Pilot,,,End of Quarter,Quarterly,Yes,neuromax_turkey_engagement_z,neuromax_engagement_quarterly_xform,neuromax_engagement_turkey_met_rpt,Schema change expected next quarter
Japan Datawarehouse,Respira_948_Engagement_qtr,Respira 948 Engagement Qtr,psv,US,Respira,"Region, Revenue, Units, Country, Brand",Sridhar,Snowflake External,snowflake927@veeva.com,IQVIA,API Pull,sridhar754@vendor.net,johanna816@vendor.net,Engagement Data,Regional Sales Data,"Contains engagement data for Respira in US, with fields: engagement, ta.",s3/engagement/respira/us/,s3,Active,,,End of Quarter,Quarterly,No,respira_us_engagement_z,respira_engagement_quarterly_xform,respira_engagement_us_metrics_rpt,Schema change expected next quarter
Global Datawarehouse,Respira_949_Sales_weekly,Respira 949 Sales Weekly,psv,US,Respira,"HCP, Revenue, Brand, Country",Sridhar,Veeva,veeva529@dr.com,Oracle EBS,Automated,smith@dr.com965@vendor.net,johanna@dr.com440@dr.com,Sales Data,Weekly Rep HCP Engagement Data,"Contains sales data for Respira in US, with fields: rep, volume.",gcs/sales/respira/us/,s3,Active,,,Beginning of week,Weekly,Yes,respira_us_sales_z,respira_sales_weekly_xform,respira_sales_us_metrics_rpt,Schema change expected next quarter
Global Datawarehouse,Diab_1_950_Engagement_weekly,Diab 1 950 Engagement Weekly,csv,South Korea,Diab_1,"Region, Price, HCP",Lakshya Mishra,Veeva,veeva171@vendor.net,Veeva CRM,Manual,jones@dr.com400@iqvia.com,johanna@dr.com201@dr.com,Engagement Data,Regional Sales Data,"Contains engagement data for Diab_1 in South Korea, with fields: region, revenue, price.",gcs/engagement/diab_1/southkorea/,s3,Active,,,End of Month,Weekly,Yes,diab_1_south_korea_engagement_z,diab_1_engagement_weekly_xform,diab_1_engagement_south_korea_rpt,Backfill required for last 3 months
US Datawarehouse,Diab_1_951_Marketing_qtr,Diab 1 951 Marketing Qtr,psv,Turkey,Diab_1,"Country, Engagement, Units",Sridhar,IQVIA,iqvia584@company.com,Oracle EBS,Manual,miguel921@dr.com,johanna@dr.com147@company.com,Marketing Data,Weekly Rep HCP Engagement Data,"Contains marketing data for Diab_1 in Turkey, with fields: engagement, price, revenue.",adls/marketing/diab_1/turkey/,s3,Active,,,Beginning of week,Quarterly,No,diab_1_turkey_marketing_z,diab_1_marketing_quarterly_xform,diab_1_marketing_turkey_metric_rpt,Backfill required for last 3 months
US Datawarehouse,Diab_1_952_Engagement_qtr,Diab 1 952 Engagement Qtr,psv,US,Diab_1,"Price, Brand, TA, Region, Units",Lakshya Mishra,Veeva,veeva350@dr.com,Veeva CRM,Manual,chen900@vendor.net,maria892@iqvia.com,Engagement Data,Weekly Rep HCP Engagement Data,"Contains engagement data for Diab_1 in US, with fields: engagement, region, revenue.",s3/engagement/diab_1/us/,s3,Inactive,07/21/2024,Contract expired on 07/21/2024,End of Quarter,Quarterly,Yes,diab_1_us_engagement_z,diab_1_engagement_quarterly_xform,diab_1_engagement_us_metrics_rpt,PII masked at source
US Datawarehouse,All Brands_953_Sales_qtr,All Brands 953 Sales Qtr,psv,US,All Brands,"Price, Units, TA",Sridhar,Snowflake External,snowflake202@veeva.com,Veeva CRM,API Pull,ananya599@veeva.com,johanna@dr.com322@vendor.net,Sales Data,Regional Sales Data,"Contains sales data for All Brands in US, with fields: volume, price.",s3/sales/allbrands/us/,s3,Active,,,Monthly,Quarterly,No,all_brands_us_sales_z,all_brands_sales_quarterly_xform,all_brands_sales_us_metrics_rpt,Schema change expected next quarter
APAC Datawarehouse,All Brands_954_Sales_qtr,All Brands 954 Sales Qtr,psv,US,All Brands,"Price, TA, Revenue, Volume, Engagement",Sridhar,IQVIA,iqvia575@veeva.com,Veeva CRM,API Pull,jones@dr.com89@vendor.net,johanna@dr.com909@company.com,Sales Data,Weekly Rep HCP Engagement Data,"Contains sales data for All Brands in US, with fields: price, revenue.",adls/sales/allbrands/us/,s3,Active,,,Beginning of week,Quarterly,Yes,all_brands_us_sales_z,all_brands_sales_quarterly_xform,,Schema change expected next quarter
Japan Datawarehouse,Diab_1_955_Engagement_weekly,Diab 1 955 Engagement Weekly,csv,US,Diab_1,"HCP, TA, Engagement, Rep, Units",Sridhar,Veeva,veeva612@dr.com,Oracle EBS,Manual,jones@dr.com888@iqvia.com,johanna@dr.com659@veeva.com,Engagement Data,Regional Sales Data,"Contains engagement data for Diab_1 in US, with fields: rep, region, ta, price.",adls/engagement/diab_1/us/,gcs,Active,,,End of Quarter,Weekly,No,diab_1_us_engagement_z,diab_1_engagement_weekly_xform,diab_1_engagement_us_metrics_rpt,PII masked at source
Global Datawarehouse,Diab_1_956_Engagement_weekly,Diab 1 956 Engagement Weekly,xlsx,US,Diab_1,"Brand, Rep, Revenue",Lakshya Mishra,Veeva,veeva526@iqvia.com,IQVIA,Automated,jones@dr.com121@iqvia.com,johanna@dr.com939@company.com,Engagement Data,Weekly Rep HCP Engagement Data,"Contains engagement data for Diab_1 in US, with fields: region, volume, ta, hcp.",s3/engagement/diab_1/us/,s3,Pilot,,,Beginning of week,Weekly,Yes,diab_1_us_engagement_z,diab_1_engagement_weekly_xform,diab_1_engagement_us_metrics_rpt,This file is set to expire by end of 2025
Global Datawarehouse,All Brands_957_Sales_weekly,All Brands 957 Sales Weekly,psv,US,All Brands,"TA, Region, Price",Maria,Veeva,veeva613@company.com,IQVIA,Manual,sridhar718@iqvia.com,johanna@dr.com736@dr.com,Sales Data,Monthly Claims Summary,"Contains sales data for All Brands in US, with fields: engagement, revenue.",adls/sales/allbrands/us/,s3,Inactive,06/04/2025,Contract expired on 06/04/2025,End of week,Weekly,Yes,all_brands_us_sales_z,all_brands_sales_weekly_xform,,Backfill required for last 3 months
US Datawarehouse,Diab_1_958_Engagement_qtr,Diab 1 958 Engagement Qtr,csv,US,Diab_1,"Brand, HCP, Units, Price",Sridhar,IQVIA,iqvia971@vendor.net,IQVIA,Manual,jones@dr.com193@dr.com,johanna@dr.com615@veeva.com,Engagement Data,Weekly Rep HCP Engagement Data,"Contains engagement data for Diab_1 in US, with fields: price, hcp.",gcs/engagement/diab_1/us/,s3,Active,,,Monthly,Quarterly,Yes,diab_1_us_engagement_z,diab_1_engagement_quarterly_xform,,PII masked at source
Global Datawarehouse,CardioX_959_Engagement_qtr,Cardiox 959 Engagement Qtr,csv,US,CardioX,"Rep, Region, Volume",Lakshya Mishra,Veeva,veeva465@veeva.com,Netsuite,Manual,smith@dr.com162@vendor.net,johanna@dr.com401@iqvia.com,Engagement Data,Regional Sales Data,"Contains engagement data for CardioX in US, with fields: ta, rep.",adls/engagement/cardiox/us/,s3,Active,,,Beginning of week,Quarterly,Yes,cardiox_us_engagement_z,cardiox_engagement_quarterly_xform,cardiox_engagement_us_metrics_rpt,Backfill required for last 3 months
Japan Datawarehouse,All Brands_960_Engagement_qtr,All Brands 960 Engagement Qtr,parquet,Turkey,All Brands,"Units, Price, Volume, Rep",Sridhar,IQVIA,iqvia618@veeva.com,IQVIA,Manual,jones@dr.com705@company.com,chen585@dr.com,Engagement Data,Weekly Rep HCP Engagement Data,"Contains engagement data for All Brands in Turkey, with fields: ta, engagement, volume.",adls/engagement/allbrands/turkey/,s3,Inactive,06/04/2024,Contract expired on 06/04/2024,Beginning of week,Quarterly,No,all_brands_turkey_engagement_z,all_brands_engagement_quarterl_xform,,PII masked at source
US Datawarehouse,All Brands_961_Engagement_weekly,All Brands 961 Engagement Weekly,csv,US,All Brands,"Engagement, Revenue, TA, Volume",Lakshya Mishra,IQVIA,iqvia68@vendor.net,IQVIA,Automated,lakshya62@iqvia.com,johanna@dr.com26@vendor.net,Engagement Data,Regional Sales Data,"Contains engagement data for All Brands in US, with fields: ta, engagement.",gcs/engagement/allbrands/us/,s3,Active,,,End of Quarter,Weekly,No,all_brands_us_engagement_z,all_brands_engagement_weekly_xform,all_brands_engagement_us_metri_rpt,Schema change expected next quarter
US Datawarehouse,All Brands_962_Marketing_qtr,All Brands 962 Marketing Qtr,psv,Italy,All Brands,"Units, TA, HCP, Volume, Engagement",Lakshya Mishra,IQVIA,iqvia68@iqvia.com,IQVIA,Automated,jones@dr.com273@dr.com,lakshya871@iqvia.com,Marketing Data,Regional Sales Data,"Contains marketing data for All Brands in Italy, with fields: revenue, price.",s3/marketing/allbrands/italy/,s3,Inactive,10/09/2024,Contract expired on 10/09/2024,Monthly,Quarterly,Yes,all_brands_italy_marketing_z,all_brands_marketing_quarterly_xform,all_brands_marketing_italy_met_rpt,Schema change expected next quarter
US Datawarehouse,Diab_1_963_Engagement_qtr,Diab 1 963 Engagement Qtr,psv,Turkey,Diab_1,"Region, Country, Rep, HCP",Chen,Veeva,veeva567@dr.com,IQVIA,Manual,maria26@company.com,johanna@dr.com877@company.com,Engagement Data,Regional Sales Data,"Contains engagement data for Diab_1 in Turkey, with fields: ta, region, engagement, rep.",gcs/engagement/diab_1/turkey/,s3,Active,,,Beginning of week,Quarterly,No,diab_1_turkey_engagement_z,diab_1_engagement_quarterly_xform,,This file is set to expire by end of 2025
US Datawarehouse,Diab_1_964_Claims_daily,Diab 1 964 Claims Daily,csv,US,Diab_1,"TA, Units, Revenue, Region",Chen,IMS Health,ims61@vendor.net,Veeva CRM,Manual,chen485@dr.com,miguel414@dr.com,Claims Data,Weekly Rep HCP Engagement Data,"Contains claims data for Diab_1 in US, with fields: region, rep, volume.",s3/claims/diab_1/us/,s3,Inactive,11/26/2023,Contract expired on 11/26/2023,End of Quarter,Daily,No,diab_1_us_claims_z,diab_1_claims_daily_xform,diab_1_claims_us_metrics_rpt,Backfill required for last 3 months
US Datawarehouse,All Brands_965_Sales_qtr,All Brands 965 Sales Qtr,psv,Turkey,All Brands,"Brand, Units, Region, Engagement, HCP",Sridhar,IQVIA,iqvia578@dr.com,Workday,Automated,smith@dr.com655@dr.com,johanna@dr.com756@iqvia.com,Sales Data,Campaign Metrics,"Contains sales data for All Brands in Turkey, with fields: hcp, engagement, region, rep.",gcs/sales/allbrands/turkey/,s3,Deprecated,09/25/2023,Replaced by new pipeline on 09/25/2023,Monthly,Biweekly,Yes,all_brands_turkey_sales_z,all_brands_sales_biweekly_xform,all_brands_sales_turkey_metric_rpt,Backfill required for last 3 months
Global Datawarehouse,Diab_1_966_Engagement_qtr,Diab 1 966 Engagement Qtr,csv,Turkey,Diab_1,"HCP, Volume, Brand, Country, TA",Lakshya Mishra,AWS Data Exchange,aws764@iqvia.com,IQVIA,Manual,akira424@iqvia.com,johanna@dr.com569@company.com,Engagement Data,Regional Sales Data,"Contains engagement data for Diab_1 in Turkey, with fields: engagement, volume.",s3/engagement/diab_1/turkey/,gcs,Inactive,03/16/2024,Contract expired on 03/16/2024,Beginning of week,Quarterly,No,diab_1_turkey_engagement_z,diab_1_engagement_quarterly_xform,,PII masked at source
Global Datawarehouse,Diab_1_967_Sales_daily,Diab 1 967 Sales Daily,psv,US,Diab_1,"Region, Revenue, Volume, Units, HCP",Lakshya Mishra,IQVIA,iqvia964@company.com,Veeva CRM,SFTP Drop,jones@dr.com996@veeva.com,jones271@company.com,Sales Data,Regional Sales Data,"Contains sales data for Diab_1 in US, with fields: region, rep, volume, ta.",gcs/sales/diab_1/us/,gcs,Active,,,End of Quarter,Daily,Yes,diab_1_us_sales_z,diab_1_sales_daily_xform,,This file is set to expire by end of 2025
US Datawarehouse,Diab_1_968_Engagement_qtr,Diab 1 968 Engagement Qtr,csv,US,Diab_1,"Country, Price, TA",Lakshya Mishra,IQVIA,iqvia575@dr.com,Veeva CRM,Automated,jones@dr.com831@dr.com,johanna@dr.com877@company.com,Engagement Data,Weekly Rep HCP Engagement Data,"Contains engagement data for Diab_1 in US, with fields: volume, revenue, ta, region.",gcs/engagement/diab_1/us/,s3,Deprecated,02/12/2024,Replaced by new pipeline on 02/12/2024,End of Month,Quarterly,No,diab_1_us_engagement_z,diab_1_engagement_quarterly_xform,diab_1_engagement_us_metrics_rpt,This file is set to expire by end of 2025
Japan Datawarehouse,All Brands_969_Sales_weekly,All Brands 969 Sales Weekly,psv,Turkey,All Brands,"Units, Brand, Volume, Revenue, Engagement",Lakshya Mishra,IQVIA,iqvia958@iqvia.com,IQVIA,API Pull,lakshya94@veeva.com,johanna@dr.com668@company.com,Sales Data,Regional Sales Data,"Contains sales data for All Brands in Turkey, with fields: engagement, region, rep.",adls/sales/allbrands/turkey/,s3,Active,,,Beginning of week,Weekly,Yes,all_brands_turkey_sales_z,all_brands_sales_weekly_xform,,New processing pipeline in progress
Global Datawarehouse,CardioX_970_Claims_weekly,Cardiox 970 Claims Weekly,csv,Turkey,CardioX,"TA, Revenue, Price, Units, Region",Sridhar,Veeva,veeva489@veeva.com,Veeva CRM,Manual,jones@dr.com631@veeva.com,akira994@company.com,Claims Data,Weekly Rep HCP Engagement Data,"Contains claims data for CardioX in Turkey, with fields: volume, ta, hcp.",adls/claims/cardiox/turkey/,gcs,Deprecated,01/03/2023,Replaced by new pipeline on 01/03/2023,Monthly,Weekly,Yes,cardiox_turkey_claims_z,cardiox_claims_weekly_xform,,Backfill required for last 3 months
Global Datawarehouse,All Brands_971_Sales_daily,All Brands 971 Sales Daily,psv,US,All Brands,"HCP, Revenue, Units",Jones,Veeva,veeva236@dr.com,IQVIA,Automated,jones@dr.com738@company.com,johanna@dr.com152@vendor.net,Sales Data,Regional Sales Data,"Contains sales data for All Brands in US, with fields: hcp, ta, region, engagement.",adls/sales/allbrands/us/,s3,Inactive,08/15/2023,Contract expired on 08/15/2023,Middle of month,Daily,Yes,all_brands_us_sales_z,all_brands_sales_daily_xform,all_brands_sales_us_metrics_rpt,This file is set to expire by end of 2025
EU Datawarehouse,All Brands_972_Engagement_qtr,All Brands 972 Engagement Qtr,csv,US,All Brands,"Region, Rep, Units, Revenue",Smith,Snowflake External,snowflake402@iqvia.com,Veeva CRM,Manual,miguel880@iqvia.com,johanna@dr.com179@dr.com,Engagement Data,Regional Sales Data,"Contains engagement data for All Brands in US, with fields: engagement, rep, price, ta.",gcs/engagement/allbrands/us/,s3,Pilot,,,Beginning of week,Biweekly,Yes,all_brands_us_engagement_z,all_brands_engagement_biweekly_xform,all_brands_engagement_us_metri_rpt,Backfill required for last 3 months
APAC Datawarehouse,All Brands_973_Sales_qtr,All Brands 973 Sales Qtr,csv,US,All Brands,"Units, Engagement, HCP, Region, Price",Lakshya Mishra,Veeva,veeva910@veeva.com,Netsuite,Automated,jones@dr.com169@iqvia.com,johanna935@veeva.com,Sales Data,Weekly Rep HCP Engagement Data,"Contains sales data for All Brands in US, with fields: hcp, engagement, revenue, region.",adls/sales/allbrands/us/,s3,Inactive,07/22/2024,Contract expired on 07/22/2024,Monthly,Quarterly,No,all_brands_us_sales_z,all_brands_sales_quarterly_xform,all_brands_sales_us_metrics_rpt,This file is set to expire by end of 2025
Global Datawarehouse,All Brands_974_Inventory_qtr,All Brands 974 Inventory Qtr,psv,US,All Brands,"Region, Units, Engagement",Sridhar,Veeva,veeva714@vendor.net,IQVIA,Automated,smith@dr.com147@veeva.com,smith488@iqvia.com,Inventory Data,Regional Sales Data,"Contains inventory data for All Brands in US, with fields: rep, region.",adls/inventory/allbrands/us/,s3,Pilot,,,Beginning of week,Quarterly,No,all_brands_us_inventory_z,all_brands_inventory_quarterly_xform,all_brands_inventory_us_metric_rpt,Backfill required for last 3 months
US Datawarehouse,All Brands_975_Engagement_weekly,All Brands 975 Engagement Weekly,xlsx,US,All Brands,"Revenue, Region, Country",Sridhar,Veeva,veeva84@dr.com,Veeva CRM,SFTP Drop,smith@dr.com570@dr.com,chen901@veeva.com,Engagement Data,Weekly Rep HCP Engagement Data,"Contains engagement data for All Brands in US, with fields: price, rep.",adls/engagement/allbrands/us/,adls,Inactive,04/16/2023,Contract expired on 04/16/2023,Beginning of week,Weekly,No,all_brands_us_engagement_z,all_brands_engagement_weekly_xform,all_brands_engagement_us_metri_rpt,New processing pipeline in progress
Global Datawarehouse,Diab_1_976_Sales_weekly,Diab 1 976 Sales Weekly,psv,US,Diab_1,"TA, HCP, Price",Lakshya Mishra,IMS Health,ims589@company.com,Veeva CRM,Automated,jones@dr.com329@company.com,johanna@dr.com153@vendor.net,Sales Data,Weekly Rep HCP Engagement Data,"Contains sales data for Diab_1 in US, with fields: hcp, price, revenue, region.",adls/sales/diab_1/us/,s3,Active,,,Monthly,Weekly,No,diab_1_us_sales_z,diab_1_sales_weekly_xform,diab_1_sales_us_metrics_rpt,PII masked at source
US Datawarehouse,Diab_1_977_Sales_qtr,Diab 1 977 Sales Qtr,tsv,Australia,Diab_1,"Engagement, Price, Units",Miguel,Veeva,veeva813@veeva.com,IQVIA,Manual,sridhar117@company.com,johanna@dr.com601@dr.com,Sales Data,Product Inventory Snapshot,"Contains sales data for Diab_1 in Australia, with fields: revenue, ta.",s3/sales/diab_1/australia/,s3,Active,,,End of Quarter,Quarterly,Yes,diab_1_australia_sales_z,diab_1_sales_quarterly_xform,diab_1_sales_australia_metrics_rpt,PII masked at source
Global Datawarehouse,Diab_1_978_Engagement_weekly,Diab 1 978 Engagement Weekly,csv,Australia,Diab_1,"Rep, Country, Price, Units, Engagement",Lakshya Mishra,Veeva,veeva109@company.com,IQVIA,Automated,jones132@veeva.com,johanna@dr.com852@dr.com,Engagement Data,Weekly Rep HCP Engagement Data,"Contains engagement data for Diab_1 in Australia, with fields: rep, revenue, region.",gcs/engagement/diab_1/australia/,gcs,Active,,,End of Month,Weekly,No,diab_1_australia_engagement_z,diab_1_engagement_weekly_xform,diab_1_engagement_australia_me_rpt,Backfill required for last 3 months
US Datawarehouse,All Brands_979_Inventory_qtr,All Brands 979 Inventory Qtr,psv,Turkey,All Brands,"Units, Brand, Price",Sridhar,IQVIA,iqvia33@vendor.net,Veeva CRM,Manual,jones@dr.com545@company.com,johanna@dr.com657@veeva.com,Inventory Data,Regional Sales Data,"Contains inventory data for All Brands in Turkey, with fields: volume, rep, revenue, ta.",gcs/inventory/allbrands/turkey/,gcs,Deprecated,11/26/2023,Replaced by new pipeline on 11/26/2023,Beginning of week,Quarterly,Yes,all_brands_turkey_inventory_z,all_brands_inventory_quarterly_xform,all_brands_inventory_turkey_me_rpt,New processing pipeline in progress
US Datawarehouse,Diab_1_980_Sales_weekly,Diab 1 980 Sales Weekly,xlsx,Turkey,Diab_1,"Engagement, Units, Country, Brand",Akira,IQVIA,iqvia601@iqvia.com,IQVIA,Automated,smith@dr.com480@iqvia.com,johanna@dr.com504@dr.com,Sales Data,Product Inventory Snapshot,"Contains sales data for Diab_1 in Turkey, with fields: revenue, volume, hcp.",gcs/sales/diab_1/turkey/,adls,Active,,,Monthly,Weekly,No,diab_1_turkey_sales_z,diab_1_sales_weekly_xform,,Schema change expected next quarter
